,Article_ID,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,correct_doi,length,contains_doi,path
3940,10-1371_journal-pone-0261384,1084,1084,Mariusz Zięba,https://orcid.org/0000-0002-3492-2236,https://doi.org/10.1371/journal.pone.0261384,The role of social connection on the experience of COVID-19 related post-traumatic growth and stress,2021-12-15,PLOS ONE,Mariusz_Zięba_2,False,26.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0261384.pdf
3941,10-1371_journal-pone-0261648,277,277,Dariusz Antoni Doliński,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1371/journal.pone.0261648,Active pro-vaccine and anti-vaccine groups: Their group identities and attitudes toward science ,2021-12-30,PLOS ONE,Dariusz_Antoni_Doliński_7,False,15.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0261648.pdf
3944,10-14691_CPPJ-24-3-627,43,43,Jakub Aleksander Filipkowski,https://orcid.org/0000-0002-1801-8001,https://doi.org/10.14691/CPPJ.24.3.627,"Motywacja osiągnięć, ciemna triada i zaangażowanie w pracę jako korelaty zachowań kontrproduktywnych",unrecovered,Czasopismo Psychologiczne / Psychological Journal,Jakub_Aleksander_Filipkowski_6,False,14.0,True,D:\data\ranking\pdfs\v1-2\10-14691_CPPJ-24-3-627.pdf
3975,10-17431_882785,388,391,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.17431/882785,Effects of Auditory Stimulation Therapy (SPS-S) in childrenwith auditory attention deficits and central auditoryprocessing disorder,2020,Nowa Audiofonologia,Agnieszka_Patrycja_Pluta_34,False,8.0,False,D:\data\ranking\pdfs\v1-2\10-17431_882785.pdf
3976,10-17431_890042,386,389,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.17431/890042,Altered pattern of resting bioelectrical activity in childrendiagnosed with dyslexia,2020,Nowa Audiofonologia,Agnieszka_Patrycja_Pluta_32,False,8.0,False,D:\data\ranking\pdfs\v1-2\10-17431_890042.pdf
3990,10-18564_jasss-4178,442,442,Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,https://doi.org/10.18564/jasss.4178,"Emergence of small-world networks in an overlapping-generations model of social dynamics, trust and economic performance",2020,JASSS,Katarzyna_Growiec_3,False,26.0,False,D:\data\ranking\pdfs\v1-2\10-18564_jasss-4178.pdf
3992,10-21307_ane-2021-012,66,66,Marek Henryk Binder,https://orcid.org/0000-0002-2066-6198,https://doi.org/10.21307/ane-2021-012,Brain activity underlying response induced by SNARC-congruent and SNARC-incongruent stimuli,2021,Acta Neurobiologiae Experimentalis,Marek_Henryk_Binder_21,False,20.0,True,D:\data\ranking\pdfs\v1-2\10-21307_ane-2021-012.pdf
3993,10-21307_ane-2021-017,9,9,Artur Daren,https://orcid.org/0000-0003-1851-9911,https://doi.org/10.21307/ane-2021-017,The neural substrates of diminished humor comprehension in schizophrenia and its relationship with psychopathology,2021-05,Acta Neurobiologiae Experimentalis,Artur_Daren_1,False,10.0,True,D:\data\ranking\pdfs\v1-2\10-21307_ane-2021-017.pdf
3996,10-2196_21445,208,208,Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/21445,Resource-Based Internet Intervention (Med-Stress) to Improve Well-Being Among Medical Professionals: Randomized Controlled Trial,2021-01-11,Journal of Medical Internet Research,Roman_Sławomir_Cieślak_2,False,51.0,True,D:\data\ranking\pdfs\v1-2\10-2196_21445.pdf
4014,10-26417_ejes-v4i2-p35-40,202,202,Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.26417/ejes.v4i2.p35-40,Occupational Burnout as a Consequence of Workaholism – An Outline of the Problem Based on Studies of Polish Women Running Their Own Business Activity,2018-07,European Journal of Economics and Business Studies,Agata_Chudzicka-Czupała_17,False,8.0,True,D:\data\ranking\pdfs\v1-2\10-26417_ejes-v4i2-p35-40.pdf
4057,10-36921_kos-2020_2626,521,521,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.36921/kos.2020_2626,Gry wideo a zmiany strukturalne mózgu,2020-04-11,Kosmos,Natalia_Kowalczyk-Grębska_3,False,9.0,False,D:\data\ranking\pdfs\v1-2\10-36921_kos-2020_2626.pdf
