file,pattern,snippet
10-3389_fpsyg-2017-02023.pdf,Union,"(2004). A three-component model of social identiﬁcati on.Self Ident. 3,239–262.doi:10.1080/13576500444000047
Carrey, S. (2002). Undivided loyalties: is national identity an
obstacle to European integration? Eur. Union Politics 3, 387–413. doi:10.1177/1465116502003004001
Choma, B. L., and Hanoch, Y. (2017). Cognitive ability and auth oritarianism:
understandingsupportforTrumpandClinton. Pers.Individ.Dif. 106,287–291."
10-3389_fpsyg-2017-02159.pdf,Union,"ÉS, JF, BG, CD,
PT, OD, PhT and FS: conception; acquisition of data; revising
manuscript. AR: analysis and interpretation of results; revising
manuscript. LR: conception; acquisition of data; analysis and
interpretation of results; revising manuscript. FUNDING
FD is founded by the Regional Council of the Hauts-de-France
and the European Metropole of Lille. This work was supported
by the Institute for Scientiﬁc Research on Drinking (IREB –
grant number 2015/6) and the Foundation for Alcohol Research
(FRA – grant number 2016/21). MK’s research project has
received funding from the European Union’s Horizon 2020
research and innovation program under the Marie Skłodowska-
Curie grant agreement No. 665778. These foundations did not
exert any editorial direction or censorship over any part of this
manuscript. REFERENCES
American Psychiatric Association (2013). Diagnostic and Statistical Manual of
Mental Disorders , Fifth Edn. Lake St. Louis, MO: American Psychiatric
Association."
10-3389_fpsyg-2017-02215.pdf,Fund,"The social functions of irony. Discourse Process . 19, 347–367. doi:10.1080/01638539509544922
Dunin,K.(2001). Przereklamowanaróznica .WysokieObcasy.Availableonlineat:
http://www.wysokieobcasy.pl/wysokie-obcasy/1,96856,990 76.html
Dwyer,P.D.,Gilkeson,J.H.,andList,J.A. (2002).Genderdiﬀ erencesinrevealed
risk taking: evidence from mutual fund investors. Econ. Lett. 76, 151–158. doi:10.1016/S0165-1765(02)00045-9
Dynel,M. (2014).Isn’titironic?Deﬁningthescopeofhumorousiro ny.Humor27,
619–639.doi:10.1515/humor-2014-0096
Frontiers in Psychology | www.frontiersin.org 15 December 2017 | Volume 8 | Article 2215Milanowicz et al."
10-3389_fpsyg-2017-02228.pdf,Union,"CONCLUSION
Our study sought to investigate the use of TLD to extract
movementofeachpartnerfromvideorecordingsofinteractio ns
duringfree-playof5.5months-oldinfantsandtheirmothers .We
demonstrated that automatic movement extraction from vide o
recordingsmayconsiderablyimprovetheeﬃciencyofmovemen t
analysis in dyadic interactions. CRQA of extracted movement
time series was proven to be a useful tool to examine the dyadic
behaviorasasystem,allowingustocharacterizethecoordi nation
between the movement of each interaction partner at diﬀerent
points in time and to determine leading patterns of behavior. Moreover, anisotropic CRQA showed that the diﬀerences in the
symmetry of the parameters of recurrence plots may shed light
on the quality of the movement that likely reﬂects individual
diﬀerencesinmotordevelopment. AUTHOR CONTRIBUTIONS
DL conceived the structure of the manuscript and performed
the data analysis, GL helped with the statistical analysis and a ll
authorshavecontributedwritingthemanuscript. ACKNOWLEDGMENTS
We thank all participating infants and parents for their
generous contribution. This project has received funding fr om
the European Union’s Horizon 2020 research and innovation
program under the Marie Skłodowska-Curie grant #642996
(BRAINVIEW). Data collection was funded from the Polish
National Science Centre grant No. 2012/07/B/HS6/01464 to P T.
TheauthorsacknowledgeadditionalsupportfromtheFP7Marie
CurieGrantPCIG10-GA-2011-304255. SUPPLEMENTARY MATERIAL
The Supplementary Material for this article can be found
online at: https://www.frontiersin.org/articles/10.338 9/fpsyg. 2017.02228/full#supplementary-material
REFERENCES
Adolph, K. E. (2008). “The growing body in action: what infant loc omotion tells
us about perceptually guided action,” in Embodiment, Ego-Space, and Action ,
eds R. L. Klatzky, B. MacWhinney, and M. Behrmann (New York, NY: Ta ylor
&FrancisGroup),275–321."
10-3389_fpsyg-2017-02318.pdf,Organiz,"Our aim was to test
thesepredictionsattheperson-organizationlevel.Acros sthreestudies,weexpectedand
foundthatafeelingrightexperiencethatresultsfromamat chbetweenanemployeeand
anorganizationalclimateproducesperceptionsthattheco mpany’sprevailingprocedures
are fair. In Study 1 ( N=300), a survey among employees of distinct companies, we
observed that the more organizational characteristics mat ched individual promotion and
prevention focus of the employees, the more the employees pe rceived their workplace
as just. Study 2 ( N=139), a randomized-control experiment, replicated this pa ttern by
demonstrating that individuals with a predominant promoti on focus assigned fairness
to the organizational conduct most strongly when they recal led events characterizing
a promotion-oriented environment; on the contrary, indivi duals with a predominant
prevention focus deemed their workplace most fair when they were asked to recall
prevention-related conduct of their company. In Study 3 ( N=376), a cross-sectional
ﬁeld study, we found that regulatory non-ﬁt was associated w ith lower procedural
justice perceptions and this, in turn, related to higher bur nout. Theoretical and practical
implications of applying regulatory ﬁt theory to person-or ganization relationships are
discussed. Keywords: regulatory focus, regulatory ﬁt, person-organiz ation ﬁt, procedural justice, job burnout, fairness
perception
INTRODUCTION
Substantial research on organizational justice attests to people being keenly attuned to matters of
justice in their workplace ( Brockner, 2016 ). Notably, many researchers emphasize that fairness
is not an objective concept but rather a psychological eﬀect, co nstructed by the recipient of the
procedure ( van den Bos, 2005 ). Thus, recent approaches to organizational justice have focu sed
on the nature of the mental shortcuts used in forming and applyin g psychological judgments of
fairness: the so-called fairness heuristics (Cropanzano et al., 2001 ). In this paper we consider the
principle of regulatory ﬁt (Higgins, 2000 ) as another potential contributor to employees’ fairness
judgments about organizational conduct; speciﬁcally, the ﬁ t between employee’s self-regulatory
focusandtheregulatoryfocusoftheirorganization. When performing tasks at work, individuals have preferred goal -pursuit strategies (e.g., John
prefers to make decisions quickly ) while at the same time they need to deal with the more or lessRoczniewska et al. Person-Organization Fit and Justice
formal rules that have been established in their companies
regarding which strategies should be used in goal pursuit (e. g.,
John’s company urges the employees to be careful and consider
diﬀerent options prior to making a decision in order not to ma ke
a mistake )."
10-3389_fpsyg-2017-02318.pdf,Organiz,"The participants in each condition were asked to
provide descriptions for all three events. This general techni que
forinducingregulatoryfocusbyhavingparticipantsrecallc ertain
events from the past has been previously validated in numerous
studies (e.g., Higgins et al., 1994; Liberman et al., 2001; Cesario
etal.,2004 ). Organizationaljustice
For the purpose of higher external validity ( Wojciszke, 2004 ),
we used a diﬀerent justice perception instrument. The perceived
fairness of organizational conduct was measured using a newly -
developed scale that consists of 5 items (e.g., “I consider the
conductinmyworkplacefair”; Roczniewska,2016 ).Participants
are asked to answer using a scale ranging from 1 (deﬁnitely
not) to 5 (deﬁnitely yes). The Cronbach’s alpha coeﬃcient
for the scale’s reliability was α=0.95. In validation studies
this instrument correlated highly with Colquitt’s organiz ational
justice scales ( r=0.84,p<0.001), supporting its validity
(Roczniewska,2016 ). Employee’sself-regulatoryfocus
Similarly to Study 1, we applied Work Regulatory Focus
Scale (Neubert et al., 2008 ) to measure the level of chronic
promotion ( α=0.81) and prevention ( α=0.81) foci from
the perspective of an individual. By subtracting each individ ual’s
prevention focus score from that individual’s promotion scor e,
we obtained a continuous focusvariable with values ranging
Frontiers in Psychology | www.frontiersin.org 7 January 2018 | Volume 8 | Article 2318Roczniewska et al. Person-Organization Fit and Justice
from−2.11 to 2.67 ( M= −0.34,SD=0.67). Values below 0
indicate a predominant prevention focus, whereas values abov e
0 indicate a predominant promotion focus (see, for example,
CesarioandHiggins,2008 ). Results and Discussion
Manipulation Control
First,twoindependentjudgesanalyzedtheresponseswithres pect
to whether they generally adhered to the task, and excluded
responses that were blank or did not follow the task1."
10-3389_fpsyg-2017-02376.pdf,Associat,"BIS relates to arousal, panic, and also to monitorin g
errors. In line with the results obtained by other authors (e .g.,
Moser et al., 2013 ), a higher level of BIS is more typical
for apprehension anxiety as it is more associated with error
monitoring than arousal anxiety. Obviously, both types of
anxiety revealed a higher BIS level than individuals low on
both arousal and apprehension anxiety. In addition, as BIS goe s
with fear, anxiety, frustration, and sadness ( Gray, 1981 ), it was
not surprising that it was higher in valence depression than in
anhedonicdepressionandinlowvalencedepression. Finally, signiﬁcant diﬀerences were found for the level of
BAS and BAS-related scales: BAS Drive, BAS Fun Seeking, and
BAS Reward Responsiveness in scoring higher on anhedonic
depression compared to low anhedonic-depressive and valence-
depressive. It is explained by the fact that low BAS is associat ed
with anhedonia, i.e., with diﬃculties in goal achievement,
impossibility to experience pleasure, and failure in deliverin g
suﬃcientrewardfollowingapproachbehaviors. It should also be added that the stability of all scales of the
ADQasmeasuredbythetest-retesttechniqueissatisfactor y. Certain limitations of our study should be noted. First
relates to the self-reported data that could be associated
with several potential sources of bias and requires replicatio n
and conﬁrmation with experimental procedures. Second, these
studiesweretimeconsuminganddemandingfortheparticipant s.
Thus, a possibility existed that they clicked through the
questionnaires without much reﬂection (although it seemed
that the number of such participants was not especially high,
and we tried to exclude these cases from analyses). Third,
in statistical techniques like Cronbach’s αor factor analysis
(CFA), high parameter values sometimes indicated redundanc y
in scales."
10-3389_fpsyg-2018-00428.pdf,Fund,"The participants and their parents
were informed that the participation in this study is voluntary
and that they could terminate participation in the study at any
moment without giving any rationale. All participants (and their
parents) gave informed consent regarding in all of the study
procedures. AUTHOR CONTRIBUTIONS
SB: supervision of the project, design of the research, advanced
data analysis and interpretation, revising the work, ﬁnal approval
of the version to be published, agreement to be accountable for
all aspects of the work. IK and GS: design of the research, basic
data analysis and interpretation, article drafting, ﬁnal approval of
the version to be published, agreement to be accountable for all
aspects of the work. Frontiers in Psychology | www.frontiersin.org 9 April 2018 | Volume 9 | Article 428fpsyg-09-00428 March 28, 2018 Time: 17:8 # 10
Bedy ´nska et al. Consequences of Chronic Stereotype Threat
FUNDING
The presented study was a part of the system level project
“Quality and Eﬀectiveness of Education – Strengthening
Institutional Research Capabilities” executed by the Educational
Research Institute and co-ﬁnanced by the European Social
Fund (Human Capital Operational Program 2007–2013, Priority
III High quality of the education system). This work wassupported by the National Science Centre, Poland, under Grant
2015/17/B/HS6/04185, awarded to GS. ACKNOWLEDGMENTS
We gratefully acknowledge the eﬀorts of Piotr Rycielski in data
acquisition and management. REFERENCES
APA (2010). Ethical Principles of Psychologists and Code of Conduct . Available at:
http://www.apa.org/ethics/code/
Aronson, J., Lustina, M. J., Good, C., Keough, K., Steele, C. M., and Brown, J."
10-3389_fpsyg-2018-01081.pdf,Fund,"LH, M-LS collected the data. LH, KC, M-LS, and MS
analyzed the data. LH, KC, and MS wrote the manuscript. All authors read and commented on and corrected the
manuscript.ACKNOWLEDGMENTS
Wewouldliketothankallparticipants.Thisresearchwasfund ed
by a grant from the DFG (NU 265/3-1) to H-CN supporting
KC and MS, and from the NCN to MH supporting KL. KC,
MS, and H-CN are further supported by the LEAD Graduate
School & Research Network (GSC1028), which is funded within
theframeworkoftheExcellenceInitiativeoftheGermanfede ral
and state governments. We acknowledge support by Deutsche
Forschungsgemeinschaft and Open Access Publishing Fund of
University of Tuebingen. Finally, we thank our assistants who
helped with data collection and language proofreading the
manuscript. SUPPLEMENTARY MATERIAL
The Supplementary Material for this article can be found
online at: https://www.frontiersin.org/articles/10.338 9/fpsyg. 2018.01081/full#supplementary-material
REFERENCES
Armstrong, S. L., Gleitman, L. R., and Gleitman, H. (1983). What some co ncepts
mightnotbe. Cognition 13,263–308.doi:10.1016/0010-0277(83)90012-4
Benjamini, Y., and Hochberg, Y."
10-3389_fpsyg-2018-01519.pdf,Club,"The
second group watched material with the same brands, but
advertised using the opposite mechanism – if the product was
advertised to the ﬁrst group using product placement, in the
second it was done so using a traditional commercial spot. After watching the material, study participants were shown a
board composed of 88 logos (10 distractors – products from
the same category as a product visible in the material –
for each brand) and asked to indicate eight of them that
appeared in the ﬁlm. All participants were carefully informed
about the whole study procedure and were asked to sign
informed consent form before start. The entire procedure
(in pre-study and in main experiment) was developed in
cooperation with the Institutional Review Board (Komisja Etyki
do Spraw Bada ´n) at the Wrocław Faculty of Psychology, SWPS
University of Social Sciences and Humanities, and after thorough
consideration of the beneﬁts and risks associated with conducting
the experiment the Board gave its approval (Decision number
03/E/12/2014). Results
On the basis of the obtained results, four brands were identiﬁed
which were visible by all or nearly all participants (90–100%),
and two new ﬁlms were prepared using them. Material containing
product placement was composed of: product placement for thebrand Coca-Cola used in the TV series Breaking Bad , product
placement for the brand Starbucks used in the ﬁlm Fight Club,
product placement of the brand Pizza Hut used in the TV
series House of Cards , and product placement of the brand
Dr Pepper used in the ﬁlm Spiderman. The second material
contained traditional commercials for these brands, in the same
order. A new board was also prepared with logos for measuring
the participants’ recall; this time it was composed of 44 brands
(analogically, 10 distractors were assigned to each brand of
products representing the same category). The materials used in
the study are available as an online supplement to this article; they
may also be made available on request. Participants in both the pre-study and the main study were
students (and thus young adults with an average age of around
25 years old). This choice was driven by the particular approach
of young people to brands and their large inﬂuence on purchasing
decisions they make (Feltham, 1998)."
10-3389_fpsyg-2018-01519.pdf,Union,"Diﬀerent countries around the world have diﬀerent
approaches in law to the time that can be devoted to commercials. Under the Australian ""Commercial Television Industry Code
of Practice"" it cannot exceed 13 min in the course of an hour
(approximately 22%) between 6 p.m. and 12 p.m., while in the
remaining broadcast time it may not exceed 15 min (25%). In
the United States, the amount of broadcast time given over to
commercials has signiﬁcantly increased over the last 50 years. For example, in the 1960s a screening of ""The Wizard of Oz"" took
2 h (with 101 min of time for the ﬁlm itself); today it lasts 2.5 h
or even longer (Freim, 2013). This forces some broadcasters to
shorten the ﬁlm itself to ﬁt all the advertisements in. In turn, a
report published in 2013 by the European Broadcasting Union
(EBU) shows that within Europe there are signiﬁcant diﬀerences
in the amount of TV airtime devoted to commercials. In some
Scandinavian countries (Norway, Sweden, Finland) there are no
commercials broadcast at all on public television. The same is
true in the United Kingdom and Belgium. In turn, Polish public
television devotes the largest amount of airtime in Europe to
commercials – 18.34%. When combined with time spent on
previews of upcoming programming (1.81%) the total exceeds
20%. However, does such a heavy saturation of programming
with advertising content lead directly to the success of the
companies hawking their products, or at least to their brands
being remembered?"
10-3389_fpsyg-2018-02392.pdf,Associat,"CORRECTION
published: 28 November 2018
doi: 10.3389/fpsyg.2018.02392
Frontiers in Psychology | www.frontiersin.org 1 November 2018 | Volume 9 | Article 2392Approvedby:
FrontiersinPsychology,
FrontiersMediaSA,Switzerland
*Correspondence:
MarcinZajenkowski
zajenkowski@psych.uw.edu.pl
Specialtysection:
Thisarticlewassubmittedto
PersonalityandSocialPsychology,
asectionofthejournal
FrontiersinPsychology
Received: 12November2018
Accepted: 13November2018
Published: 28November2018
Citation:
ZajenkowskiM,MaciantowiczO,
SzymaniakKandUrbanP(2018)
Corrigendum:Vulnerableand
GrandioseNarcissismAreDifferentially
AssociatedWithAbilityandTrait
EmotionalIntelligence. Front.Psychol.9:2392.
doi:10.3389/fpsyg.2018.02392Corrigendum: Vulnerable and
Grandiose Narcissism Are
Differentially Associated With Ability
and Trait Emotional Intelligence
MarcinZajenkowski *,OliwiaMaciantowicz,KingaSzymaniakandPawełUrban
FacultyofPsychology,UniversityofWarsaw,Warsaw,Polan d
Keywords: grandiose narcissism, vulnerable narcissism, emot ional intelligence, ability, narcissism
ACorrigendumon
Vulnerable and Grandiose Narcissism Are Diﬀerentially Associat ed With Ability and Trait
EmotionalIntelligence
by Zajenkowski, M., Maciantowicz, O., Szymaniak, K and Urba n, P (2018) Front. Psychol. 9:1606.
doi:10.3389/fpsyg.2018.01606
There is an error in the Funding statement. The correct numbe r for National Science Centre in
Poland is 2016/23/B/HS6/00312. The authors apologize for thi s error and state that this does not
changethescientiﬁcconclusionsofthearticleinanyway.T heoriginalarticlehasbeenupdated. Conﬂict of Interest Statement: The authors declare that the research was conducted in the absen ce of any commercial or
ﬁnancialrelationshipsthatcouldbeconstruedasapotentialconﬂ ictofinterest."
10-3389_fpsyg-2018-02645.pdf,Fund,"The results conﬁrmed
the stated hypothesis and showed that a country’s high military expenditure and low
level of civil liberties correlates positively with citizens’ BZSG. The use of multi-level
modeling to account for within- and across-country variation is a main contribution of the
study. In conclusion, the reported triad of individual beliefs, military expenditure, and civil
liberties seems to be beneﬁcial in linking individual-level data with national-level indices
that have major importance for the wellbeing of the world. Keywords: Belief in a Zero-Sum Game Scale, military expenditure, democracy, civil liberties, multilevel modeling
(MLM)
INTRODUCTION
We can observe many wars and military interventions ongoing throughout the world in recent
years. The global list of violent conﬂicts is long, including around 50 conﬂicts involving more than
60 countries and at least 370 guerrilla groups (Peace Research Institute Oslo [PRIO], 2017; Uppsala
Conﬂict Data Program [UCDP], 2017), and in 2017 alone these conﬂicts resulted in the deaths of
more than 200,000 people. The Fragile States Index (Fund for Peace, 2017) is a scale of the military
threat that a country faces and indicates that almost 125 countries are at risk of war. Although policymakers inﬂuence public attitudes, military intervention can only be carried out
when there is support for, or acceptance of war at least in democracies (Foyle, 2004). Many studies
have found that the speciﬁc beliefs in a given culture are connected with government policy –
e.g., societal cynicism, which represents a generalized belief that the social system and institutions
of a society are hostile toward its members (Bond et al., 2004; Stavrova and Ehlebracht, 2015). Frontiers in Psychology | www.frontiersin.org 1 January 2019 | Volume 9 | Article 2645fpsyg-09-02645 January 14, 2019 Time: 15:34 # 2
Ró˙zycka-Tran et al. BZSG, Military Expenditure and Civil Liberties
Such ﬁndings indicate that attitudes and beliefs can aﬀect people’s
willingness to engage in war-related behaviors. On the other
hand, persistently high military spending may also contribute
to such willingness."
10-3389_fpsyg-2018-02645.pdf,Fund,"Int. J. Public
Opin. Res. 16, 269–294. Fund for Peace (2017). Fragile States Index, USA . Available at: http://fsi. fundforpeace.org
Ginges, J., and Atran, S. (2011). War as a moral imperative (not just practical
politics by other means). Proc."
10-3389_fpsyg-2019-00059.pdf,Club,"22/2012). All
participants gave written informed consent in accordance with
the Declaration of Helsinki. Participation in the study was
voluntary. At both measurement points, participants completed
questionnaires to evaluate coping strategies, quality of life, and
health indicators. Taking into consideration the speciﬁcity of
the study group, abbreviated or experimental versions of the
research tools were used (i.e., consisting of two to seven items). The sample attrition analyses indicated that the missing
data was similar in the nursing home and senior club
groups (approximately 23%); respondents ( n= 212) and
Frontiers in Psychology | www.frontiersin.org 3 January 2019 | Volume 10 | Article 59fpsyg-10-00059 January 21, 2019 Time: 18:5 # 4
Kroemeke Coping Flexibility in Older Adults
non-respondents ( n= 65) did not diﬀer in sociodemographic
and medical variables, or main study variables except age (non-
respondents were older than respondents; $21= 15.92, p<0.001,
OR = 0.94). Measures
Coping Strategies
Four kinds of coping strategies with health problems were
analyzed twice: brooding, reﬂection, co-rumination, and positive
reappraisal. Brooding (e.g., “ I think ‘Why do I have health
problems other people don’t have’ ”) and reﬂection (e.g., “ I think
about why I feel this way ”) were measured using the Polish
version of four Ruminative Response Styles items (RRS) (Treynor
et al., 2003; Whitmer and Gotlib, 2011) specially modiﬁed for
this study (the instruction and items referred to the somatic and
health problems in the last week). Co-rumination (e.g., “ When
I talk with someone I tell him/her every detail about my health
problems ”) was measured using two modiﬁed (in the manner as
above) Co-Rumination Questionnaire (CRQ) items (Rose, 2002;
Davidson et al., 2014). Positive reappraisal (e.g., “ I’ve been trying
to see it in a diﬀerent light, to make it seem more positive. ”)
was measured using the Polish version of two items from the
abbreviated situational version of COPE (Brief COPE) (Carver,
1997)."
10-3389_fpsyg-2019-00281.pdf,Club,"0.09 −0.04 0.00 −0.08−0.08 −0.16−0.13−0.09−0.02 0.02 0.09 0.01 0.02 0.06 0.05 0.09 0.16 0.08 0.06
103 Ironed linens or clothes. 0.05 −0.10−0.08−0.15−0.04 −0.17−0.10−0.10−0.03 0.11 0.20 0.09 0.05 0.05 0.01 0.12 0.09 0.05 0.08
135 Cooked a meal. 0.07 0.01 −0.09−0.09−0.06 −0.13−0.14−0.05−0.02 0.07 0.11 0.09 0.00 0.05 0.05 0.08 0.09 0.04 0.06
167 Baked a cake, pie,
cookies, or bread.0.01 −0.09−0.04−0.08−0.03−0.10−0.05 −0.12−0.04 0.04 0.08 0.07 0.05 0.04 0.07 0.04 0.05 0.06 0.05
GARDENING
42 Gardened. −0.03−0.10 0.01 −0.06−0.04−0.04−0.06−0.08−0.03 0.02 0.10 0.06 −0.01 0.03 0.17 0.01 0.00 0.04 −0.02
74 Did yard work. −0.06 −0.13 0.00 −0.05−0.08−0.02−0.05−0.07 0.01 −0.02 0.09 0.07 0.03 0.05 0.12 0.03 0.00 0.06 0.00
107 Planted or transplanted
a plant.−0.02−0.10−0.06−0.13−0.07−0.06−0.06−0.04 0.04 0.01 0.07 0.05 0.08 0.05 0.16 0.03 0.01 0.03 −0.01
171 Bought plants for a
garden or yard.0.02 −0.12 0.03 −0.04−0.04 0.03 0.00 −0.11 0.03 −0.08 0.07 0.04 0.04 −0.01 0.09 −0.03 0.00 0.01 −0.02
SHOPPING
122 Ordered food to be
delivered.0.03 0.01 0.08 0.12 0.09 −0.01 0.07 −0.03−0.07−0.07−0.01−0.03−0.03 −0.14−0.02−0.09 0.06 0.01 0.04
130 Purchased a musical
album.0.16 0.06 0.10 −0.01−0.04 0.04 −0.06−0.07 −0.14−0.08 0.01 0.02 −0.03−0.12 0.00 0.00 0.13 0.01 −0.01
162 Shopped in a music
store.0.18 0.02 0.12 0.02 −0.04−0.01−0.07 −0.13−0.12−0.06−0.02−0.03−0.03−0.06 0.05 0.02 0.12 0.05 0.02
179 Shopped on the web. 0.16 0.08 0.03 −0.02 0.11 0.00 0.06 −0.03−0.08 0.01 0.00 −0.02 −0.15−0.13−0.02−0.03 0.04 0.02 0.01
189 Examined the clothing
categories on eBay.0.03 0.02 0.12 0.08 0.16 −0.02 0.12 0.09 −0.04 0.01 −0.01−0.10−0.11 −0.14−0.03−0.09−0.01−0.05−0.08
206 Used eBay to buy or
sell something.0.13 0.08 0.06 0.03 0.15 0.00 0.08 −0.01−0.07−0.03−0.03−0.05 −0.15−0.13−0.01−0.06 0.03 −0.02 0.02
BEING ALONE
49 Went to the movies
alone.0.11 0.05 0.08 0.00 −0.06 0.02 −0.05 −0.15 0.00 −0.05−0.06−0.02 0.01 0.02 0.01 −0.01 0.09 −0.02 0.04
88 Went to a concert or
theater alone.0.20 −0.02 0.12 −0.04−0.14 0.03 −0.07 −0.12−0.10−0.05 0.00 −0.01 0.03 0.00 0.03 0.01 0.09 −0.02−0.02
DRINKING ALCOHOL
62 Drank whiskey, vodka,
gin, or other hard liquor.−0.03 0.02 0.12 0.18 0.15 0.09 0.19 0.05 −0.02−0.10−0.05 −0.15 −0.13−0.11−0.08 −0.12−0.03−0.02−0.06
92 Drank in a bar or night
club.0.04 0.07 0.17 0.20 0.08 0.12 0.16 −0.02−0.05−0.07−0.09 −0.15 −0.16 −0.14−0.05−0.11 0.00 −0.04−0.05
(Continued)
Frontiers in Psychology | www.frontiersin.org 7 February 2019 | Volume 10 | Article 281Skimina et al. Behavioral Signatures of ValuesTABLE 2 | Continued
No Item SDT SDA ST HE AC POD POR FAC SEP SES TR COR COI HU UNN UNC UN T BEC BED
125 Became intoxicated. 0.04 0.08 0.21 0.26 0.13 0.14 0.19 0.00 −0.08−0.11−0.11 −0.19 −0.17 −0.15−0.04 −0.16−0.02−0.05 −0.14
157 Had a hangover. −0.04 0.05 0.18 0.22 0.12 0.13 0.17 0.03 −0.04−0.11−0.08−0.12 −0.14−0.12 0.00 −0.12−0.05 −0.11 −0.16
187 Drank alcohol during
working hours.0.04 0.01 0.11 0.10 0.01 0.04 0.07 0.03 0.01 0.01 −0.09 −0.15−0.06−0.05 0.00 −0.02 0.01 −0.04−0.07
PHYSICAL ACTIVITY
6 Went running or
jogging.0.07 0.01 0.13 0.03 0.04 0.03 0.05 −0.08 −0.14−0.02 0.10 0.00 −0.09−0.07 0.07 −0.08−0.05−0.09−0.05
173 Went boating or rafting. 0.21 0.05 0.12 0.04 0.03 0.03 −0.03 0.00 −0.14−0.01−0.04−0.06−0.07−0.09−0.02−0.05 0.04 0.00 0.01
196 Participated in an
exercise program.0.09 0.05 0.14 0.02 0.04 0.02 −0.01−0.03−0.08−0.03 0.05 −0.01 −0.16−0.04 0.08 −0.06 0.01 −0.10−0.04
SELF-DEVELOPMENT AND LEARNING
7 Attended a public
lecture.0.24 −0.03 0.08 −0.11 0.03 0.00 −0.02−0.10 −0.14 0.05 0.11 −0.03 0.01 −0.07 0.03 0.01 0.00 −0.07−0.07
40 Visited an art exhibition. 0.28 0.07 0.06 0.00 0.00 0.03 −0.06−0.07 −0.14−0.03−0.06−0.06−0.07−0.10 0.10 −0.05 0.08 0.02 0.02
72 Visited a museum."
